Place Name,Place Id,State,District,City,Latitude,Longitude,Type,Short Description,Long Description,Did You Know,Main Image,Other Images
Khirachora Gopinath Temple,OD_Balasore_KhirachoraGopinathTemple,Odisha,Balasore,Remuna,21.5381,86.8798,Religious Sites,Holy and ansient Hindu temple of Lord Krishna with various myth,"The name ""Remuna"" is from ""Ramaniya"" which implies awesome looking. ""Khirachora"" in Odia implies Stealer of Milk and Gopinatha implies the Divine Consort of Gopis. The reference is to kid Krishna's adoration for milk and milk products.One can get flavourful khira here called as Amruta Keli. The Gopinatha khira is a planning of custom made dense milk, sugar, and cream, with a sprinkling of raisins. It comes in pots, which are accepted to be tasted by Lord Gopinatha.","Master Gopinatha, accompanied by Sri Govinda and Sri Madana Mohana, is made of dark stone. Sri Gopinatha remains in bas-alleviation. Govinda and Madana Mohana, who were brought from Vrindavana in around 1938 by a divotee named ""Chaitanya Dasa Babaji"", are standing freely. :It is said that Sri Rama cut Gopinatha with His bolt and that Sita revered this divinity in Chitrakuta. During vanavasa to show the following avatara vigraha to Sita. Ruler Langula Narasingha Deba, the lord of Utkala, carried this god to Remuna in the thirteenth century from Chitrakuta. This lord orchestrated to have burrowed the two major tanks, Brajapokhari and Kutapokhari.",https://i.imgur.com/UXUJ3MH.jpg,https://i.imgur.com/BtBI1Q5.jpg https://i.imgur.com/rAsdM0r.jpg https://i.imgur.com/XgritD8.jpg https://i.imgur.com/ReWm0Z4.jpg
Emami Jagannath Temple ,OD_Balasore_EmamiJagannathTemple,Odisha,Balasore,Balgopalpur,21.4865,86.9192,Religious Sites,This temple is the replica of original Jagannat Temple Puri,"The temple is built looking like a chariot and is an ideal combination of current innovation and old style type of Kalinga School of Architecture. The outcome is a glorious Jagannath Temple which leaves us wonder struck. Its a wonderful amalgamation of two of Odisha's most well known sanctuaries Lord Jagannath sanctuary at Puri and Sun Temple at Konark; with four different sanctuaries in the region of the Jagannath sanctuary, giving a dynamite airborne view. ","This temple built in the year 2009 .The sanctuary is the vision of beloved companions and the organizer of Emami gathering of organizations Mr. R.S. Agarwal and Mr. R.S. Goenka which was given shape by famous engineer and stone worker Mr. Raghunath Mohapatra, who was granted the Padma Vibhushan for his recognized group of work.",https://i.imgur.com/GBWWyty.jpg,https://i.imgur.com/3LXCkt3.jpg https://i.imgur.com/saij3n3.jpg https://i.imgur.com/BLyiYWj.jpg
Chandipur Beach,OD_Balasore_ChandipurBeach,Odisha,Balasore,Chandipur,21.4398,87.0244,Port & Sea Beach,One of the Hide and seek Beach of Odisha,"One of Odisha Tourism's Panthanivas (visitor house) is arranged here. Many kinds of fish are accessible in inns and cafés. Fish is particularly economical here.Chandipur is likewise the area of the Indian Strategic Forces Command's Integrated Test Range (ITR) at Abdul Kalam Island, once in the past known as Wheeler Island. Various Indian rockets have been tried and propelled from the ITR, including atomic and ballistic rockets.","Chandipur sea shore is situated on the shore of Bay of Bengal.The sea shore is exceptional such that the water retreats as much as 5 kilometers during the ebb tide. Because of its one of a kind conditions, the sea shore bolsters bio-decent variety. :Horseshoe crab is likewise found here on the sea shore towards Mirzapur, the close by fishing business sector and network at the intersection of the Budhabalanga River (Balaramgadi). It is a reasonable cookout spot. ",https://i.imgur.com/5hYwe9H.png,https://i.imgur.com/stBULgZ.jpg https://i.imgur.com/AXsuYMR.jpg https://i.imgur.com/gsh3ED3.jpg https://i.imgur.com/WdOJo9k.jpg https://i.imgur.com/isn4jVg.jpg
Chandaneswar Temple,OD_Balasore_ChandaneswarTemple,Odisha,Balasore,Chandipur,21.628332,87.457916,Religious Sites,Hindu temple dedicated to Lord shiva,"Here the Bhaktas (devotees) acknowledge paita (pabitrata/Purity). The Bhaktas with their 'manaskamana'(Wishes) originate from everywhere throughout the nation.The Odia new year Maha Vishuva Sankranti day is acclaimed around the premises of the holy place. Privately called Uda Parba, Nila Parba in the wake of revering Nilakanth Shiva, Chadaka Yatra. A large portion of a million people accumulate around the altar and quick for a few days to satisfy their desires. ","Chandaneswar is celebrated for Chandaneswar temple of Lord Siva. Every year in the month of 'Chaitra' an Odisha popular ""Chadak Mela/CHaitra Mela/Udaa"". It proceeds for 13 days (13 Arghya to 1 Arghya limiting). ",https://i.imgur.com/WySIiJn.jpg,https://i.imgur.com/SGEIybF.jpg https://i.imgur.com/yP4tmWW.jpg https://i.imgur.com/B49w2sm.jpg https://i.imgur.com/ZlEu9jV.jpg https://i.imgur.com/SRt0QgT.jpg
Indralath Temple,OD_Balangir_IndralathTemple,Odisha,Balangir,Ranipur-Jharial,20.287079,82.968255,Religious Sites,It was supposed that Indra first worshipped Lord Shiva here and erected a temple,,It was supposed that Indra first worshipped Lord Shiva here and erected a temple. Height of this temple is 80 feet including the platform that is made off sandstone. ,https://i.imgur.com/5SzOFej.jpg,https://i.imgur.com/KzMoyXs.jpg https://i.imgur.com/VVqKWyj.jpg
Harishankar Temple & Waterfall,OD_Balangir_HarishankarTempleAndWaterfall,Odisha,Balangir,Patnagarh,20.8543,82.8608,Religious Sites,"It is popular for its scenes of nature and connection to two Hindu lords, Vishnu and Shiva","Amidst picturesque landscape on the southern slope of Gandhamardan hills stands Harishankar, a place of pilgrimage with uncommon scenic charms. A perennial stream bursting into droplets rushes on its hard granite bed to form cascades at different stages. As a cool resort in the lap of nature, Harishankar is a ideal place for the heat of the summer season.A cool bath with sliding on the streaming rock brings the visitors uncommon happiness.","The deity of Harisankar was discovered by a Chauhan dynasty king of Patna kingdom of Odisha, during the 14th century. From that time, the deity has been worshipped. A dancing Ganesha image has been found, which can be traced to the early 12th century. The temple was constructed by the order of then queen Durlabha Devi of Maharaja Vaijjal Dev Chauhan. :It is believed that one can refrain from all his sins with having a bath in the stream and worship the Lord Harishankar for which the devotees from various part of the country come here to fulfill their wishes. Harishankar has a amazing variety of flora and fauna. :A deer park adjoining to the Gandhamardan hill is of huge tourists importance. Tourists from far-flung places flock to Harishankar on the occasion of Baishankha Mela. Tourist can stay in the panthanivas to enjoy the picturesque scenic beauty of Harishankar.",https://i.imgur.com/QtH3HUB.jpg,https://i.imgur.com/MsiiUTU.jpg https://i.imgur.com/Z9u9D59.jpg https://i.imgur.com/aLFJZuf.jpg https://i.imgur.com/XChPabr.jpg
Gaikhai Dam,OD_Balangir_GaikhaiDam,Odisha,Balangir,Manupali,20.9537,83.5118,Dams & Water Reservoirs,A place of great scenic beauty being surrounded by green capped hills.,"This place is an absolute pleasure for the nature lovers. The water mass is bounded by natural scenery and the cool breeze here is a treat for the visitors. People looking for merry making, group picnic can enjoy here in the lap of nature.",The place is enclosed by green capped hills on three sides which present a picturesque sight.,https://i.imgur.com/Lzpcl6Q.jpg,https://i.imgur.com/Lzpcl6Q.jpg
Chausathi Yogini Temple,OD_Balangir_ChausathiYoginiTemple,Odisha,Balangir,Ranipur-Jharial,20.2249,85.8787,Religious Sites,The chausathi yoginis are worshiped in a close circular structure. The Chausathi Yogini Temple is a roofless temple and  one among the four Chausath Yogini Temple in India,"The Chausathi Yogini shrine found in Ranipur-Jharial is a rock structure in round shape. It houses idols of 64 Hindu deities, known as yoginis. The shrine also has a rock statue with a perch at the centre, which is claimed as the idol of Lord Brahma. Importantly, unlike temples of other deities, Brahma shrine is rarely found.Apart from this, large instruments called 'chakravyuh', carved on the rock are the main attractions of this site.","Ranipur Jharial is mentioned as 'Som Tirtha' in the scriptures. May be it has been named due to the Someshwar Mahadev Temple dedicated to Lord Shiva, found on the rocks of this historical site. :Historians say, Somvanshi Keshari kings built many temples in Ranipur-Jharial. It was built between 8th and 10th century AD. provides the date of the structures. Nevertheless, above all, it is undeniably a place with ancient monuments of historical and religious significance.",https://i.imgur.com/U9zGbw1.jpg,https://i.imgur.com/no9Pd2B.jpg https://i.imgur.com/ZdRCj9I.jpg https://i.imgur.com/GaQYgjf.jpg https://i.imgur.com/DvqVWvM.jpg https://i.imgur.com/HswApdt.jpg
Bhima Dunguri Caves,OD_Balangir_BhimaDunguriCaves,Odisha,Balangir,Deogaon,20.879135,84.127175,Hills & Caves,A splendorous natural bounty & beauty which is encircled by evergreen forest,"Bhima Dunguri, famous by its ancient natural caves which are lying scattered at different places of the hilly area. The panoramic view of this area is unparallel during the spring season, so any kind of tourists is definitely enchanted here due to its beautiful landscape. It is an excellent place for week-end visitors.",Local people here celebrate Girigobardhan Puja during the month of Kartika purnima every year with a great pomp & gaiety. Side by side a Mela and Sankirtan are also organized on this auspicious occasion.,https://i.imgur.com/awKynMa.jpg,https://i.imgur.com/btrXTWM.jpg
Sidheswar Temple & Hot Springs,OD_Angul_SidheswarTempleAndHotSprings,Odisha,Angul,Angul,20.842185,85.217268,Religious Sites,The holy place is the ancient citadel of Saivism and famous for its hot springs by the temple,"Deuajhari is the ancient citadel of Saivism. The Temple has been constructed amidst dense indigenous Jasmine forest (locally known as Kaibana) that stands as the high walls around the temple. The uniqueness of the place lies in its hot springs that surround the temple. As per the ancient records there were eighty four such springs, but many of these have been overshadowed in the jasmine forest. ","Legends say that hat Lord Rama, his wife Sita and brother Laxman visited Deulajhari and prayed to Lord Shiva during the course of their fourteen year exile. As per records the Siddheswar Baba temple which is the main temple of Deuljhari, was built by the King Kishore Chandra Deo of Kadamba Dynasty in the year 1936. Subsequently the other temples came up in the area in due course of time.:The other miracle of nature is the fact that almost half of the springs in the region are cold water springs which are attached to the hot springs. The hot water from the spring is collected into 36 man made ponds which circumscribe the Temple. The waters of the Deulajhari hot spring is believed to contain medical properties, hence the place sees a lot of pilgrims coming here for curative purposes apart from religious interest. Currently twenty-four springs are alive in Deulajhari. Among these Agnikunda, Taptakunda, Himakunda, Amrutakunda and Labakusakunda are the salient ones. The temperature of water in these springs varies from 40 degree Celsius to 62 degree Celsius.:The third unique thing of this hot spring is two ponds are attached with water flowing to each other, but one pond is having hot water and the other cold water. :Now twenty four springs are alive. Among these, the springs bearing the names like Agnikunda, Taptakunda, Himakunda, Annantakunda and Labakusa Kunda are prominent ones. The temperature of water in these springs varies from 40 degree Celsius to 62 degree Celsius. The Temple complex covers an area of 24 acres of land. The presiding deity Sidheswara Baba adores the main Temple",https://i.imgur.com/eOUbyLd.jpg,https://i.imgur.com/eOUbyLd.jpg
